label,line,borough,_page,Month,Year,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939
BROOKLYN CROSSTOWN LINE,,Brooklyn,11,,,,,,,8310970.0,8489041.0,4016888.0,4087785.0,14188870.0,17605181.0
"Court Square (from August 19, 1933)",,Brooklyn,11,,,,,,,295809.0,458348.0,631493.0,659745.0,979047.0,1081453.0
"Van Alst Avenue-21st Street (from August 19, 1933)",,Brooklyn,11,,,,,,,610052.0,824552.0,826583.0,824328.0,936745.0,1029732.0
"Greenpoint Avenue (from August 19, 1933)",,Brooklyn,11,,,,,,,884998.0,1276933.0,1600587.0,1712503.0,2403567.0,2566943.0
"Nassau Avenue (from August 19, 1933)",,Brooklyn,11,,,,,,,919700.0,1397345.0,1635364.0,1833000.0,2404140.0,3773147.0
"Metropolitan Avenue (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,1102873.0,1471828.0
"Broadway (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,654889.0,
"Flushing Avenue (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,,1825117.0
"Myrtle-Willoughby Avenues (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,3641822.0,2076566.0
"Bedford-Nostrand Avenues (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,645507.0,1044068.0
"Classon Avenue (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,345697.0,1078443.0
"Clinton-Washington Avenues (from July 1, 1937)",,Brooklyn,11,,,,,,,,,,,735308.0,1064812.0
PROSPECT PARK-CONEY ISLAND LINE,,Brooklyn,11,,,,,,510815.0,7265012.0,11603416.0,21341615.0,14433474.0,10356858.0,17468195.0
"Bergen Street (from March 20, 1933)",,Brooklyn,11,,,,,,,1043117.0,1671968.0,1889798.0,3057083.0,2273049.0,2462754.0
"Smith-9th Streets (from October 7, 1933)",,Brooklyn,11,,,,,,,,412493.0,1208633.0,1826345.0,1582564.0,1768913.0
"Fourth Avenue (from October 7, 1933)",,Brooklyn,11,,,,,,,1078890.0,1659562.0,1869682.0,1683061.0,2016625.0,2076840.0
"Seventh Avenue (from October 7, 1933)",,Brooklyn,11,,,,,,,851663.0,1309233.0,1513718.0,,1519855.0,1556456.0
"15th Street-Prospect Park (from October 7, 1933)",,Brooklyn,11,,,,,,,976034.0,1627114.0,,1219668.0,1811985.0,1378448.0
"Fort Hamilton Parkway (from October 7, 1933)",,Brooklyn,11,,,,,,,1927550.0,3481268.0,4081577.0,4879098.0,5832777.0,5918653.0
"Church Avenue (from October 7, 1933)",,Brooklyn,11,,,,,,84767.0,,,,,,
BRONX CONCOURSE LINE,,Bronx,11,,,,,,1921507.0,,,,,,
"Bedford Park Boulevard (from July 1, 1933)",,Bronx,11,,,,,,,1363820.0,1783061.0,2063556.0,2300596.0,2477805.0,2666830.0
"Kingsbridge Road (from July 1, 1933)",,Bronx,11,,,,,,,2386452.0,3220944.0,4687283.0,5030802.0,5460013.0,5897341.0
"183rd Street (from July 1, 1933)",,Bronx,11,,,,,,,2228374.0,4343162.0,4847928.0,5160463.0,5495734.0,5831459.0
"182nd-183rd Streets (from July 1, 1933)",,Bronx,11,,,,,,,1823809.0,2290304.0,2661043.0,3063499.0,3822647.0,3448870.0
"Tremont Avenue (from July 1, 1933)",,Bronx,11,,,,,,,2166220.0,2773555.0,3068829.0,3904606.0,4476232.0,4412784.0
"174th-175th Streets (from July 1, 1933)",,Bronx,11,,,,,,,1679070.0,3172987.0,3502840.0,2817727.0,3039641.0,3223029.0
"170th Street (from July 1, 1933)",,Bronx,11,,,,,,,2068143.0,2773555.0,4181828.0,4657224.0,4677104.0,4617774.0
"161st Street (from July 1, 1933)",,Bronx,11,,,,,,,1939760.0,3614392.0,3035879.0,3440112.0,3696076.0,3836880.0
"155th Street-Eighth Avenue (from July 1, 1933)",,Bronx,11,,,,,,,872822.0,776005.0,725714.0,993619.0,1063101.0,
QUEENS BOULEVARD LINE,,Queens,11,,,,,,,,15248962.0,18448193.0,,84709961.0,43000056.0
Court Square,,Queens,11,,,,,,,869069.0,672614.0,658967.0,985373.0,1590618.0,1823250.0
"Fifth Avenue (from August 19, 1933)",,Queens,11,,,,,,,1879630.0,2322919.0,2811954.0,3837068.0,4038945.0,3823761.0
"Queens Plaza (from August 19, 1933)",,Manhattan,11,,,,,,,860893.0,1424748.0,1760820.0,3221613.0,3130977.0,3002057.0
"36th Street (from August 19, 1933)",,Manhattan,11,,,,,,,1169999.0,2068330.0,2485497.0,2866258.0,3215817.0,3496294.0
"46th Street (from August 19, 1933)",,Manhattan,11,,,,,,,1287761.0,2066330.0,1301027.0,1603956.0,1612049.0,1734940.0
"65th Street (from August 19, 1933)",,Manhattan,11,,,,,,,,,,1096920.0,980525.0,
"Roosevelt Avenue (from August 19, 1933)",,Manhattan,11,,,,,,,1647071.0,3080665.0,3850355.0,,1503104.0,1406840.0
"Elmhurst Avenue (from December 31, 1936)",,Manhattan,11,,,,,,,,,,509614.0,1765061.0,2119890.0
"Grand Avenue (from December 31, 1936)",,Manhattan,11,,,,,,,,,,,,3450009.0
"Woodhaven Boulevard (from December 31, 1936)",,Manhattan,11,,,,,,,,,,858650.0,657664.0,753960.0
"63rd Drive (from December 31, 1936)",,Manhattan,11,,,,,,,,,,66415.0,130292.0,816770.0
"67th Avenue (from December 31, 1936)",,Manhattan,11,,,,,,,,,,,2137499.0,3296089.0
"71st (Continental) Avenue (from December 31, 1936)",,Manhattan,11,,,,,,,,,,180285.0,540726.0,889180.0
"Union Turnpike (from December 31, 1936)",,Manhattan,11,,,,,,,,,,1400959.0,3876104.0,3615110.0
"Van Wyck Boulevard (from April 24, 1937)",,Manhattan,11,,,,,,,,,,61226.0,1189143.0,639540.0
"Briarwood (from April 24, 1937)",,Manhattan,11,,,,,,,,,,324041.0,2871328.0,3324370.0
"Parsons Boulevard (from April 24, 1937)",,Manhattan,11,,,,,,,,,,335843.0,3405624.0,3908756.0
"169th Street (from April 24, 1937)",,Manhattan,11,,,,,,,,,,,1136177.0,10961081.0
"WORLD'S FAIR STATION (from April 30, 1939)",,Manhattan,11,,,,,,,,,,,,1860850.0
,Eighth Avenue Line,,12,,,,,,85570935.0,117070061.0,140547975.0,150877183.0,188281053.0,200732149.0,210904941.0
,Houston and Essex Streets Line,,12,,,,,,,2310070.0,5420041.0,4261405.0,12149441.0,14284077.0,14734131.0
,Fulton Street Line,,12,,,,,,,7360726.0,,13214395.0,14865085.0,19607583.0,19507457.0
,Prospect Park and Coney Island Line,,12,,,,,,,24782308.0,31890246.0,38329046.0,40167149.0,48001611.0,65965658.0
,Bronx Concourse Line,,12,,,,,,110811.0,,,19146796.0,,,1565851.0
,World's Fair Station,,12,,,,,,,9535006.0,15561896.0,,,,
,"Total, City of New York—Independent System",,12,,,,,,89061500.0,161063165.0,202975574.0,226005648.0,299081019.0,349707428.0,382637490.0
,,,12,,,,,,38084306.0,117030783.0,140530587.0,160589615.0,188435994.0,211660895.0,225779121.0
,,,12,,,,,,997284.0,24178416.0,31120641.0,35022312.0,20173267.0,63163833.0,69870466.0
,,,12,,,,,,,13764649.0,,,,,
,,,12,,,,,,,6750322.0,10323830.0,12604486.0,21317089.0,43251200.0,64044549.0
,,,12,,,,,,89061900.0,161063168.0,202975574.0,226005648.0,299081019.0,349757428.0,382637490.0
